description,event_datetime,visiting_team,home_team_score,visiting_team_score,promotion,zone_name,section_name,number_of_transactions,number_of_tickets
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Lower Baselines,Lower Box 104,42,110
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Lower Baselines,Lower Box 127,61,150
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Lower Baselines,Lower Box 128,39,99
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Lower Baselines,Lower Box 129,69,221
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Lower Baselines,Lower Box 130,65,212
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Reserve Baselines,View Reserve Outfield 325,15,44
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Reserve Baselines,View Reserve Outfield 326,21,72
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Reserve Baselines,View Reserve Outfield 327,71,215
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Reserve Baselines,View Reserve Outfield 328,69,167
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Reserve Baselines,View Reserve Outfield 330,60,175
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Reserve Baselines,View Reserve Outfield 331,14,30
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Reserve Baselines,View Reserve Right Field 302,31,80
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Reserve Baselines,View Reserve Right Field 304,73,185
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Reserve Baselines,View Reserve Right Field 305,50,156
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,Reserve Baselines,View Reserve Right Field 307,11,40
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,View Deck Baselines,VB328,1,2
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,View Deck Baselines,View Box 302,1,4
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,View Deck Baselines,View Box 304,4,8
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,View Deck Baselines,View Box 305,9,22
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,View Deck Baselines,View Box 326,10,28
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,View Deck Baselines,View Box 327,8,27
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,View Deck Baselines,View Box 328,8,25
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,View Deck Baselines,View Box 330,9,26
San Francisco Giants Vs. Minnesota Twins,6/9/17 7:15 PM,Minnesota Twins,0,4,,View Deck Baselines,View Box 331,8,47
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Club Baselines,Club Level Outfield 202,9,21
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Club Baselines,Club Level Outfield 203,13,41
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Club Baselines,Club Level Outfield 204,17,38
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Club Baselines,Club Level Outfield 205,21,48
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Club Baselines,Club Level Outfield 226,12,34
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Club Baselines,Club Level Outfield 227,15,42
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Club Baselines,Club Level Outfield 228,16,44
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Club Baselines,Club Level Outfield 229,13,40
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Club Baselines,Club Level Outfield 230,9,32
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Club Baselines,Club Level Outfield 231,5,12
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Lower Baselines,Lower Box 102,17,34
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Lower Baselines,Lower Box 103,46,125
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Lower Baselines,Lower Box 104,47,134
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Lower Baselines,Lower Box 127,68,179
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Lower Baselines,Lower Box 128,52,131
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Lower Baselines,Lower Box 129,70,240
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Lower Baselines,Lower Box 130,49,173
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Reserve Baselines,View Reserve Outfield 325,7,24
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Reserve Baselines,View Reserve Outfield 326,29,103
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Reserve Baselines,View Reserve Outfield 327,63,207
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Reserve Baselines,View Reserve Outfield 328,70,227
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Reserve Baselines,View Reserve Outfield 330,73,235
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Reserve Baselines,View Reserve Outfield 331,1,3
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Reserve Baselines,View Reserve Right Field 302,32,93
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Reserve Baselines,View Reserve Right Field 304,58,194
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Reserve Baselines,View Reserve Right Field 305,64,198
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,Reserve Baselines,View Reserve Right Field 307,19,60
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,View Deck Baselines,View Box 302,2,6
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,View Deck Baselines,View Box 304,12,26
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,View Deck Baselines,View Box 305,13,29
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,View Deck Baselines,View Box 326,11,30
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,View Deck Baselines,View Box 327,10,36
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,View Deck Baselines,View Box 328,8,24
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,View Deck Baselines,View Box 330,14,42
San Francisco Giants Vs. Minnesota Twins,6/10/17 1:05 PM,Minnesota Twins,2,3,,View Deck Baselines,View Box 331,12,53
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Club Baselines,Club Level Outfield 202,8,19
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Club Baselines,Club Level Outfield 203,9,24
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Club Baselines,Club Level Outfield 204,11,26
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Club Baselines,Club Level Outfield 205,17,37
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Club Baselines,Club Level Outfield 226,14,38
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Club Baselines,Club Level Outfield 227,13,40
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Club Baselines,Club Level Outfield 228,16,53
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Club Baselines,Club Level Outfield 229,17,47
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Club Baselines,Club Level Outfield 230,8,26
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Club Baselines,Club Level Outfield 231,3,8
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Lower Baselines,LB128,1,2
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Lower Baselines,Lower Box 102,23,54
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Lower Baselines,Lower Box 103,29,80
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Lower Baselines,Lower Box 104,42,110
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Lower Baselines,Lower Box 127,59,159
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Lower Baselines,Lower Box 128,46,111
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Lower Baselines,Lower Box 129,64,210
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Lower Baselines,Lower Box 130,57,194
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Reserve Baselines,View Reserve Outfield 325,4,11
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Reserve Baselines,View Reserve Outfield 326,27,88
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Reserve Baselines,View Reserve Outfield 327,66,221
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Reserve Baselines,View Reserve Outfield 328,63,159
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Reserve Baselines,View Reserve Outfield 330,58,187
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Reserve Baselines,View Reserve Outfield 331,24,59
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Reserve Baselines,View Reserve Right Field 302,23,59
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Reserve Baselines,View Reserve Right Field 304,61,199
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Reserve Baselines,View Reserve Right Field 305,59,194
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,Reserve Baselines,View Reserve Right Field 307,24,88
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,View Deck Baselines,View Box 302,1,5
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,View Deck Baselines,View Box 304,10,18
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,View Deck Baselines,View Box 305,4,10
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,View Deck Baselines,View Box 326,8,22
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,View Deck Baselines,View Box 327,8,32
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,View Deck Baselines,View Box 328,12,32
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,View Deck Baselines,View Box 330,9,30
San Francisco Giants Vs. Minnesota Twins,6/11/17 1:05 PM,Minnesota Twins,13,8,,View Deck Baselines,View Box 331,11,47
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Club Baselines,CL205,1,2
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Club Baselines,Club Level Outfield 202,9,19
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Club Baselines,Club Level Outfield 203,11,27
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Club Baselines,Club Level Outfield 204,12,28
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Club Baselines,Club Level Outfield 205,9,20
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Club Baselines,Club Level Outfield 226,12,31
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Club Baselines,Club Level Outfield 227,8,24
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Club Baselines,Club Level Outfield 228,15,40
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Club Baselines,Club Level Outfield 229,19,60
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Club Baselines,Club Level Outfield 230,7,19
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Club Baselines,Club Level Outfield 231,1,2
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Lower Baselines,Lower Box 102,20,45
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Lower Baselines,Lower Box 103,35,82
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Lower Baselines,Lower Box 104,49,128
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Lower Baselines,Lower Box 127,57,148
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Lower Baselines,Lower Box 128,41,95
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Lower Baselines,Lower Box 129,59,203
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Lower Baselines,Lower Box 130,44,161
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Reserve Baselines,View Reserve Outfield 325,5,20
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Reserve Baselines,View Reserve Outfield 326,10,35
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Reserve Baselines,View Reserve Outfield 327,61,198
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Reserve Baselines,View Reserve Outfield 328,48,119
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Reserve Baselines,View Reserve Outfield 330,54,143
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Reserve Baselines,View Reserve Right Field 302,24,58
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Reserve Baselines,View Reserve Right Field 304,36,138
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Reserve Baselines,View Reserve Right Field 305,48,163
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,Reserve Baselines,View Reserve Right Field 307,16,46
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,View Deck Baselines,View Box 302,3,6
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,View Deck Baselines,View Box 304,7,13
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,View Deck Baselines,View Box 305,8,18
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,View Deck Baselines,View Box 326,7,21
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,View Deck Baselines,View Box 327,8,22
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,View Deck Baselines,View Box 328,8,22
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,View Deck Baselines,View Box 330,11,40
San Francisco Giants vs. Kansas City Royals,6/13/17 7:15 PM,Kansas City Royals,1,8,,View Deck Baselines,View Box 331,13,54
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Club Baselines,Club Level Outfield 202,6,15
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Club Baselines,Club Level Outfield 203,13,27
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Club Baselines,Club Level Outfield 204,12,31
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Club Baselines,Club Level Outfield 205,11,18
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Club Baselines,Club Level Outfield 226,13,36
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Club Baselines,Club Level Outfield 227,17,42
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Club Baselines,Club Level Outfield 228,17,39
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Club Baselines,Club Level Outfield 229,13,38
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Club Baselines,Club Level Outfield 230,13,27
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Club Baselines,Club Level Outfield 231,9,20
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Lower Baselines,Lower Box 102,22,60
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Lower Baselines,Lower Box 103,46,130
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Lower Baselines,Lower Box 104,44,138
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Lower Baselines,Lower Box 127,51,132
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Lower Baselines,Lower Box 128,31,82
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Lower Baselines,Lower Box 129,63,200
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Lower Baselines,Lower Box 130,42,189
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Reserve Baselines,View Reserve Outfield 326,4,13
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Reserve Baselines,View Reserve Outfield 327,58,178
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Reserve Baselines,View Reserve Outfield 328,67,167
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Reserve Baselines,View Reserve Outfield 330,57,203
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Reserve Baselines,View Reserve Outfield 331,2,11
San Francisco Giants vs. Kansas City Royals,6/14/17 12:45 PM,Kansas City Royals,2,7,,Reserve Baselines,View Reserve Right Field 302,25,56
